id,name,nickname,height,weight,reach,dob,ss_min,str_acc,str_a_min,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,wl_diff,momentum
abd5fb12437eda21,Ramazan Emeev,Gorets,"5'10""",170,76,1987,2.51,47,1.4,70,.2.00,33,80,..0.3,3,0,3,3
984b0c4c6e773a1c,Josh Epps,,,130,,1986,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
4acb99524a9a81ab,Maurice Eazel,,"5'7""",135,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
22061ff217907c78,Konstantin Erokhin,The Russian Bear,"5'11""",230,73,1983,1.07,36,1.83,47,.0.00,0,70,..0.0,0,2,-2,-2
e56daf7725a0b5ab,Justin Edwards,Fast Eddy,"5'10""",155,70,1983,2.68,42,3.32,51,.2.14,26,27,..1.0,2,5,-3,-3
e295b96f135d758a,Saul Elizondo,,"5'7""",135,,1985,2.07,30,4.93,48,.2.00,100,66,..1.0,0,0,0,0
1536a25e16fc299b,Anna Elmose,Panda,"5'3""",115,65,1984,3.68,49,4.64,56,.0.00,0,33,..0.0,0,2,-2,-2
e3f443e4cbc3da8f,Marius Enache,,"5'11""",155,,1975,1.71,34,0.66,84,.3.94,100,0,..3.9,0,0,0,0
5713c1d2fac539ac,Cody East,The Freight Train,"6'3""",245,74,1988,4.15,43,7.32,40,.3.97,100,16,..0.0,0,2,-2,-2
ec421d5de0aea624,Vincent Eazelle,The Real Deal,"5'11""",155,,1980,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
22d80fb67e50ab0b,John Elam,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
d81ac739417d7f53,Jake Ellenberger,The Juggernaut,"5'9""",170,71,1985,2.47,39,2.83,60,.2.04,47,86,..0.4,10,11,-1,-4
dc0f07928009a127,Rob Emerson,The Saint,"5'9""",155,70,1981,2.5,30,2.83,64,.2.02,52,65,..0.4,3,3,0,-1
d910665038efc639,Carla Esparza,Cookie Monster,"5'1""",115,63,1987,2.2,38,3.07,53,.3.40,35,40,..0.4,4,4,0,-2
ee779c43a8926d52,Rashad Evans,Suga,"6'0""",205,75,1979,2.14,37,2.42,63,.2.98,44,73,..0.0,17,8,9,-5
b12a1d19ee383b7c,Tonya Evinger,Triple Threat,"5'7""",135,70,1981,1.5,41,4.33,41,.0.90,33,28,..1.4,0,4,-4,-4
330bafba312face4,Oliver Enkamp,The Future,"6'0""",170,77,1991,2.38,36,3.55,37,.0.87,16,0,..0.0,0,2,-2,-2
f2688492b9a525a3,Frankie Edgar,The Answer,"5'6""",145,68,1981,3.59,40,2.22,70,.2.47,33,65,..0.4,17,6,11,1
7b9a85e5ff31ef47,Tom Erikson,The Big Cat,"6'3""",280,,  --,0.94,47,1.87,25,.4.68,60,100,..6.2,3,2,1,-1
902ec2cc48c8ae8a,Julian Erosa,Juicy J,"6'1""",155,75,1989,4.91,52,5.2,45,.1.64,60,75,..1.1,1,2,-1,-2
ef44e4ea9050f2ea,Te Edwards,Tango,"5'8""",155,72,1990,1.4,44,4.04,32,.2.63,100,0,..0.0,0,1,-1,-1
33011768c3c4dc9a,Terry Etim,,"6'1""",155,73,1986,2.16,35,2.53,67,.0.43,30,39,..1.4,6,5,1,-2
40ff198adda94b9f,Mark Eddiva,,"5'8""",145,68,1986,3.37,45,2.98,54,.1.45,22,63,..0.0,1,3,-2,-3
74061adb224be3cc,Nick Ertl,,"5'9""",155,,  --,2.13,69,2.53,41,.3.00,50,0,..0.0,1,0,1,1
5f04e3d58d9ce982,Yves Edwards,,"5'9""",155,73,1976,2.91,42,2.34,66,.0.76,53,69,..0.7,14,13,1,-2
8e8e4487c621aa1c,Joe Ellenberger,Excalibur,"5'9""",155,72,1985,1.62,47,3.45,48,.3.17,40,0,..1.1,1,1,0,-1
c26ea30823f37316,Chel Erwin-Davis,The First Sun,"6'0""",170,,  --,4.06,54,1.13,61,.4.25,100,50,..1.4,0,0,0,0
f1fac969a1d70b08,Leon Edwards,Rocky,"6'0""",170,74,1991,2.38,48,1.99,55,.1.26,29,70,..0.5,8,2,6,6
411539901068522f,Jodie Esquibel,,"5'3""",115,64,1986,4.87,40,8.5,52,.0.00,0,87,..0.0,0,2,-2,-2
bc7230f231701d66,Mike Easton,The Hulk,"5'6""",135,70,1984,3.51,37,4.28,61,.0.75,22,66,..0.0,3,4,-1,-4
1741343f0ca34dd5,Aaron Ely,The Cyborg,"5'8""",135,,1989,0.82,15,0.66,69,.2.47,100,50,..4.9,0,0,0,0
b36874652ed7715d,Pro Escobedo,,,205,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
58bc81376286b3d3,Per Eklund,,"5'10""",155,72,  --,2.07,61,2.38,67,.2.07,11,50,..3.6,1,2,-1,-1
b8da6f5c80ae2d15,Fedor Emelianenko,The Last Emperor,"6'0""",230,74,1976,3.18,51,1,63,.2.00,63,82,..1.9,23,3,20,3
993d385f5a475375,Andy Enz,Lionheart,"6'3""",185,78,1991,3.51,23,5.32,57,.0.00,0,58,..0.0,0,3,-3,-3
f72465a784c1b084,Jessica Eye,Evil,"5'6""",125,66,1986,3.42,36,3.32,59,.0.59,71,60,..0.8,3,5,-2,1
5df17b3620145578,Cole Escovedo,Apache Kid,"5'7""",135,72,1981,1.82,45,4.85,45,.0.55,40,10,..0.0,2,6,-4,-4
83fd97284f4bb4a4,Efrain Escudero,Hecho En Mexico,"5'9""",155,70,1986,2.92,44,2.3,63,.1.31,40,66,..0.8,5,7,-2,-2
e00a3dee329a51f7,Jamall Emmers,Pretty Boy,"5'10""",145,74,1989,8.27,68,8.76,44,.0.00,0,100,..0.0,0,0,0,0
32ba186f4b0e3267,Brian Ebersole,Bad Boy,"6'0""",170,73,1980,2.32,49,2.14,56,.1.70,23,61,..0.1,6,3,3,-1
215a70f073a7b726,Jordan Espinosa,,"5'6""",125,71,1989,5.87,66,4.65,46,.0.92,16,100,..0.9,0,0,0,0
a5b0bd216d8ba84e,Ross Ebanez,The Boss,"5'9""",154,,1975,0.74,50,0.74,62,.3.70,100,0,..0.0,0,1,-1,-1
d2f310b5b072e986,Kevin Engel,The Hitman,"6'2""",170,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
dd8aec6de7035943,Dan Evensen,The Viking,"6'3""",250,,1974,0.27,10,3.86,38,.0.00,0,0,..4.0,0,2,-2,-2
fc6e681bf6658faf,Ashlee Evans-Smith,Rebel Girl,"5'8""",125,67,1987,4.97,37,3.7,61,.1.14,27,66,..0.0,3,3,0,1
f7ede18b4ec4ec1f,Bobby Escalante,,,130,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
8d5daf67983b65ba,Fred Ettish,,"6'0""",180,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
c96d9178c9ed9e62,Tim Elliott,,"5'7""",135,66,1986,3.41,45,2.3,62,.4.26,65,50,..1.4,4,6,-2,1
77350fd0e6d1dba8,Lisa Ellis,,"5'4""",115,62,1982,1.68,48,2.32,57,.4.19,63,50,..0.6,0,3,-3,-3
d238217e0f8ea8e1,Alex Enlund,,"5'10""",145,73,1987,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
5f6f049d54728e88,Andre Ewell,Mr. Highlight,"5'11""",135,76,1988,3.53,43,2.93,56,.1.00,100,40,..0.0,1,0,1,1
0798f558681d0eb5,Neal Ewing,,,185,,1985,2.27,60,1.93,48,.5.00,62,0,..0.0,0,0,0,0
eae4aec1a5a8ff01,Tom Egan,,"5'11""",170,,  --,0,0,3.91,50,.0.00,0,28,..0.0,0,1,-1,-1
f54200f1dfb9b5d4,Aleksander Emelianenko,,"6'6""",255,,1981,2.75,41,1.7,65,.2.32,72,66,..0.9,6,3,3,-1
ed220e87bef0cc64,Evan Esguerra,,,145,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
bc7cf284c1c2f16e,Won Jin Eoh,,"5'7""",160,,  --,3.74,44,3.58,46,.0.00,0,50,..0.0,0,1,-1,-1
92a9aa9c93192871,Darren Elkins,The Damage,"5'10""",145,71,1984,3.29,37,2.69,54,.2.64,35,60,..1.4,14,6,8,-2
528c24b99fbaab79,Johnny Eduardo,,"5'7""",135,71,1978,2.89,38,3.34,63,.0.00,0,62,..0.5,3,4,-1,-2
9766ed20b68c7c33,Billy Evangelista,,"5'8""",155,68,1980,4.51,40,3.96,61,.1.60,19,61,..0.2,7,2,5,-2
8c020156779f7888,Melinda Fabian,,"5'6""",125,66,1987,4.03,41,4,62,.0.00,0,100,..0.0,0,1,-1,-1
adea9f0090aa8e14,Jason Fairn,,"6'1""",230,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
9583662df31d943f,Luigi Fioravanti,,"5'8""",170,70,1981,2.23,42,2.21,69,.3.76,63,67,..0.9,4,5,-1,-1
01d2ed8c502e3828,Caros Fodor,The Future,"5'9""",155,76,1984,2.76,54,2.83,54,.2.10,25,50,..0.0,5,2,3,-2
a71ce6ff0b4a9dbb,Sterling Ford,,"5'10""",155,,1986,0,0,0,0,.0.00,0,0,..0.0,1,1,0,-1
73321668ff977f1b,Clay French,,"5'7""",161,,1980,1.52,50,1.27,16,.0.00,0,100,..0.0,0,1,-1,-1
15f4550e017f6c7d,Rhadi Ferguson,,"5'7""",205,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
3dc3022232b79c7a,Brian Foster,The Foster Boy,"5'9""",170,71,1984,3.3,39,1.63,65,.3.67,60,37,..1.8,3,2,1,2
daff32bc96d1eabf,Anthony Figueroa,,"5'4""",135,,  --,2.37,48,3.77,49,.0.00,0,58,..0.0,3,3,0,-2
b4bc2e3353a770b5,Ian Freeman,The Machine,"5'11""",225,,1966,2.54,48,3.11,44,.1.44,40,80,..0.7,3,2,1,0
ccd58ff71e260ed5,Keisuke Fujiwara,,"5'6""",139,,  --,0.73,44,1.2,47,.0.00,0,23,..2.5,0,3,-3,-3
7d09200f6a77b20e,Colin Fletcher,The Freakshow,"6'2""",155,78,1983,3.1,34,2.97,62,.0.00,0,27,..0.0,0,2,-2,-2
c97fc5fbf7d32b8a,Bobby Flynn,,,170,,  --,0.38,25,0.77,0,.0.00,0,0,..0.0,0,0,0,0
e5010b1b94ca5755,Paul Felder,The Irish Dragon,"5'11""",170,70,1984,3.52,43,2.96,51,.0.36,33,59,..0.4,7,4,3,1
954e3f4e2b0e6510,JP Felty,,,170,,1979,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
16d09e800ad7ec79,Luiz Firmino,Buscape,"5'6""",154,,1982,1.23,50,1.22,51,.3.86,45,20,..0.9,4,3,1,-1
44bc27bfa76dcd9e,Renee Forte,,"5'7""",155,71,1987,2.08,32,2.12,63,.2.32,58,66,..0.0,1,3,-2,-2
911fb265462f0d94,Travis Fulton,The Ironman,"6'0""",240,,1977,0,0,0,0,.0.00,0,0,..0.0,1,2,-1,-1
ec33146e43e58933,Xavier Foupa-Pokam,Professor X,"6'1""",185,,1982,1.47,43,2.5,49,.0.00,0,16,..0.0,0,2,-2,-2
d814f5192e58fb2f,Drew Fickett,The Master,"5'10""",155,70,1979,2.33,41,2.29,57,.1.30,35,30,..2.2,5,4,1,-1
27541033b97c076d,Kevin Ferguson,Kimbo Slice,"6'2""",235,,1974,2.3,50,3.41,38,.3.10,72,36,..1.2,4,2,2,-1
d58478ded5534695,Maiquel Falcao,Big Rig,"5'11""",185,,1981,1.67,55,0.53,86,.1.00,100,71,..3.0,1,0,1,1
5517bd590dbbe1f8,Bryanna Fissori,,"5'4""",145,,  --,1.4,46,1.2,57,.2.00,25,50,..0.0,0,0,0,0
dbc17725b887860a,Cezar Ferreira,Mutante,"6'1""",185,78,1985,1.84,42,1.96,57,.2.73,63,93,..0.6,9,5,4,-1
f53d4f21d1b5f2dc,Diego Ferreira,,"5'9""",155,74,1985,3.86,38,3.08,53,.0.35,11,62,..1.0,4,2,2,1
5870bd1eadf4f322,Jason Freeman,,"6'2""",225,,1976,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
d897897060f10a3a,Rich Franklin,Ace,"6'1""",185,75,1974,4.1,44,2.07,62,.1.31,66,63,..0.7,21,7,14,-1
947eccadb72f4f6f,Jesse Forbes,Kid Hercules,"6'2""",185,75,1984,2.11,24,4.06,53,.1.79,75,66,..1.2,0,4,-4,-4
253de74457bd6374,Tony Fryklund,The Freak,"6'0""",185,,1971,3.49,39,6.5,43,.0.00,0,66,..0.5,2,5,-3,-4
e0ec3c3b6b611f7e,Hermes Franca,,"5'6""",155,71,1974,1.78,39,2.85,55,.1.53,36,37,..2.4,7,5,2,-1
1f5f75658551f2d3,Sam Fulton,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,2,-2,-2
0adf1aacda5e26ac,AJ Fonseca,,"5'4""",145,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
cb139171ed1b69fe,Kenny Florian,KenFlo,"5'10""",145,74,1976,2.41,40,1.85,63,.2.22,33,60,..1.3,13,5,8,-1
0496cdac0bc9edd8,Jesse Finney,,"6'0""",170,,1974,0,0,0,0,.0.00,0,0,..0.0,2,0,2,2
6f018c039b4d5d80,Jon Fitch,,"6'0""",170,76,1978,2.61,50,1.65,54,.3.60,51,56,..0.8,15,3,12,-1
b9532d815060de7f,John Franchi,,"5'6""",145,67,1982,1.83,48,2.59,48,.2.68,80,40,..0.3,1,2,-1,-2
9c42a0de8e012870,Kelly Faszholz,,"5'8""",135,67,1985,4.01,48,3.61,52,.0.00,0,44,..0.0,0,2,-2,-2
90e6dde9113830bd,Patricky Freire,Pitbull,"5'7""",155,71,1986,3.06,44,3.34,69,.1.26,33,100,..0.0,0,0,0,0
c3c38c86f5ab9b5c,Jesse Fujarczyk,The Ronin,"6'4""",225,,1983,1.03,33,4.91,38,.0.00,0,25,..0.0,0,2,-2,-2
1641ef250e9de19b,Sarah Frota,A Treta,"5'6""",115,,1987,24.47,66,5.53,64,.0.00,0,0,..0.0,0,0,0,0
fb6c531726447ff3,Megumi Fujii,Mega Megu,"5'3""",113,,1974,2.4,42,0,100,.0.00,0,0,..12.0,1,0,1,1
f1f37d667bcd0d27,Willamy Freire,Chiquerim,"5'8""",155,,1987,1.53,37,0.93,62,.0.50,100,73,..0.0,0,2,-2,-2
8fd808923cffff82,Andre Fili,Touchy,"5'11""",145,74,1990,3.72,36,3.72,53,.2.80,46,69,..0.2,6,5,1,-1
40389d39a92f5bfa,Wagnney Fabiano,The Silencer,"5'6""",145,69,1975,1.19,38,0.66,70,.3.44,64,100,..0.4,4,2,2,-1
ecfdbf38681a59ba,Francisco France,Kiko,"6'0""",205,,1983,0.54,33,3.51,27,.0.00,0,0,..6.1,1,0,1,1
d761b3766e38c5db,Marcel Fortuna,Maozinha,"6'1""",205,74,1985,3.83,46,4.52,64,.0.45,8,75,..0.5,1,2,-1,-2
cbc071cb20ea59c7,Bibiano Fernandes,,"5'7""",139,,1980,2.91,40,2.02,72,.3.97,53,77,..0.6,9,1,8,4
979f7edbb6980b0d,CJ Fernandes,,"6'2""",170,,1977,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
d71d968dc6ecfdaf,Katsuhisa Fujii,Shamoji,"6'0""",205,,1972,4,50,4.43,64,.2.14,25,50,..2.1,2,2,0,-1
bebb4ae55ac2bf6f,Chris Fishgold,,"5'8""",145,,1992,4.78,26,5.74,50,.3.59,50,0,..0.0,0,1,-1,-1
997b4f52f76a0b53,Brady Fink,,"6'0""",183,,  --,1.69,41,1.69,61,.3.63,25,0,..3.6,0,1,-1,-1
b1605ea39fba6af6,Kazuyuki Fujita,Ironhead,"6'0""",235,,1970,1.05,49,1.99,52,.2.78,36,85,..0.6,7,7,0,-2
aa3153a9941b4d44,Masakatsu Funaki,,"6'0""",185,,1969,1.82,68,2.92,35,.0.00,0,0,..5.5,1,2,-1,1
7a82635ffa9b59fe,Claudionor Fontinelle,,"5'5""",185,,  --,2.62,42,10.25,28,.0.00,0,0,..0.0,0,1,-1,-1
c3e2eca94b2320bc,Katsuaki Furuki,,"6'0""",168,,1980,0.27,10,2.67,39,.0.00,0,0,..3.0,0,1,-1,-1
d3711d3784b76255,Zane Frazier,Nasty,"6'5""",250,,  --,0,0,0,0,.0.00,0,0,..0.0,0,2,-2,-2
00a3ff40c4b2cf21,Glaico Franca,Nego,"6'0""",155,77,1991,2.35,42,3.46,47,.2.68,42,76,..0.3,1,2,-1,-2
04e9955f33e0c267,Joao Paulo Faria,,"5'9""",155,,  --,6.69,64,2.09,85,.1.25,50,0,..1.2,0,0,0,0
28ba5f27e473420c,Alexandre Ferreira,Cacareco,"5'7""",205,,1979,2.57,60,8.14,42,.0.00,0,0,..0.0,0,1,-1,-1
3beeeafcbc8b4cbc,Gary Frazier,,"6'0""",245,,  --,1.5,39,2.77,46,.0.00,0,100,..0.0,0,1,-1,-1
e9e1acc96536bb4f,Ricardo Funch,Golden Boy,"5'10""",170,76,1980,2.61,65,3.57,40,.1.24,18,60,..0.0,0,4,-4,-4
ee704df0afd74558,Artem Frolov,,"5'10""",185,,1991,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
98a58c26c5b1ed17,Patricio Freire,Pitbull,"5'5""",145,65,1987,2.84,41,4.43,60,.0.60,18,94,..0.6,0,0,0,0
14b9e0f2679a2205,Rafael Freitas,Capoeira,,205,,  --,2,29,8,51,.11.25,50,0,..0.0,0,1,-1,-1
fa534853eb195270,Mal Foki,Twin Tiger,"5'7""",220,,  --,2.86,14,14.29,54,.0.00,0,0,..0.0,0,1,-1,-1
a2ea77e974c5889f,Carlos Felipe,Boi,"6'0""",245,,1995,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
5340123d826ceadb,Codale Ford,Crunch Time,"5'9""",170,,1979,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
d745d4146be48679,Mason Fowler,,"5'11""",170,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
49c7236c737d7e59,Chance Farrar,,"5'9""",145,,1975,0.81,22,2.21,67,.3.02,100,0,..0.0,0,2,-2,-2
22a92d7f62195791,Tony Ferguson,El Cucuy,"5'11""",155,76,1984,5.51,44,3.55,63,.0.60,42,76,..1.5,14,1,13,11
b0f316c60f8d3b47,Josh Ferguson,Taz,"5'5""",125,66,1988,2.13,43,4.18,32,.0.59,11,54,..0.0,0,2,-2,-2
5de61b03868035ff,Matt Foki,Twin Tiger,"5'7""",220,,  --,0,0,3.37,56,.0.00,0,0,..0.0,0,1,-1,-1
271fe91f4ba9d2c5,Don Frye,The Predator,"6'1""",219,,1965,2.87,64,3.57,37,.0.91,57,45,..0.7,12,5,7,-4
2abdead94ce73552,Paulo Filho,,"5'8""",185,,1978,1.86,48,1.67,66,.2.40,32,42,..1.6,11,1,10,1
78114b7199cef90c,Urijah Faber,The California Kid,"5'6""",135,67,1979,2.66,41,2.51,65,.1.59,31,60,..0.9,19,9,10,1
b5f44dcb863f595b,Luke Flores,Luke,"6'0""",155,,1988,2.11,46,2.34,62,.0.00,0,50,..1.8,0,0,0,0
aa72b0f831d0bfe5,Deiveson Figueiredo,Deus da Guerra,"5'5""",125,68,1987,2.25,54,1.62,54,.2.46,53,50,..3.9,4,0,4,4
e17ac6410c8377f4,Bartosz Fabinski,The Butcher,"6'0""",170,75,1986,2.24,72,0.98,60,.7.33,70,100,..0.0,3,1,2,-1
0ec821423baa26bd,Scott Fiedler,,"6'4""",235,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
05339613bf8e9808,Rob Font,,"5'8""",135,71,1987,4.38,39,3.69,63,.1.13,29,25,..0.9,5,3,2,1
5af26b3201690d29,Rodney Faverus,,"6'0""",215,,  --,2.3,53,1.6,54,.4.50,100,25,..0.0,0,1,-1,-1
8164250600b7c91b,Cody Floyd,,,,,1988,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
040d3b4c735541aa,Zoila Frausto,Warrior Princess,"5'4""",135,,  --,0.77,31,1.64,53,.0.00,0,57,..0.0,1,1,0,-1
bbfca6d5c27d9cd8,Edwin Figueroa,El Feroz,"5'7""",135,69,1984,2.57,39,3.06,51,.0.20,100,37,..0.6,2,4,-2,-3
91d73ee59347ac16,Brodie Farber,,"6'1""",170,,1980,1.69,45,2.17,53,.0.90,50,20,..0.9,0,2,-2,-2
dccb63727f2f5f74,Matt Frevola,The Steamrolla,"5'9""",155,71,1990,3.87,36,4.2,57,.2.45,40,83,..1.8,0,1,-1,0
977081bc01197656,Scott Ferrozzo,The Pitbull,"5'11""",323,,1965,0,0,0,0,.0.00,0,0,..0.0,3,2,1,1
756f45905fb20cb5,Mike French,,"5'10""",145,,1975,0.23,23,2.17,42,.0.00,0,22,..1.0,0,2,-2,-2
6224e8d0a34264eb,Edward Faaloloto,,,155,70,1984,2.28,32,6.25,44,.1.01,25,33,..0.0,0,3,-3,-3
453ee00c3e1ae9dd,Ron Faircloth,,"5'9""",205,,1979,0.39,40,8.9,42,.0.00,0,0,..0.0,0,0,0,1
3317823959d32a05,Jan Finney,Cuddles,"5'8""",135,,  --,2.16,28,8.75,42,.0.77,11,25,..0.0,0,2,-2,-2
f65a0eb902f9476b,Brandon Foxworth,,"5'11""",145,,1979,1.33,32,4.59,50,.0.00,0,0,..0.0,0,1,-1,-1
f34312c2ccfa0e00,Spencer Fisher,The King,"5'7""",155,70,1976,3.17,43,3.03,64,.0.67,30,60,..0.8,9,8,1,-3
4638cc6479cc0afe,Masio Fullen,Lobo,"5'10""",145,70,1986,2.46,32,3.5,54,.0.47,33,69,..0.0,1,2,-1,-2
6e380a4d73ab4f0e,Ron Fields,Killing,"6'2""",200,,1974,0.33,33,2.64,11,.0.00,0,0,..0.0,0,1,-1,-1
9aa56f004b2bca07,Donavon Frelow,,"5'7""",135,,1985,2.4,27,3.2,52,.1.00,100,26,..0.0,0,0,0,0
c32fb8c0f6471a4d,Mirko Cro Cop,Cro Cop,"6'2""",230,73,1974,2.11,50,1.89,63,.0.19,40,78,..0.3,28,10,18,1
27b164b0d1833df0,Kalindra Faria,,"5'7""",125,,1986,2.23,56,1.44,45,.1.31,66,20,..0.7,0,3,-3,-3
7c35f869033901ae,Riki Fukuda,,"6'0""",185,73,1981,4.24,43,3.71,64,.2.17,43,70,..0.0,3,3,0,-1
c814b4c899793af6,Rafael Fiziev,Ataman,"5'8""",155,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
1bda4867f1baceac,Kier Gooch,,,155,,1986,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
bfc2fc38a0e20211,Matt Grice,The Real One,"5'8""",145,70,1981,4.09,53,2.69,56,.2.19,37,82,..0.5,2,5,-3,-1
fcd8b623892b9a10,James Gabert,,,178,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
6e4acc2c115215b5,Scott Graham,,"6'4""",185,,  --,0.91,42,2.27,28,.0.00,0,0,..0.0,2,1,1,1
84ff027394f7e470,Gregor Gillespie,The Gift,"5'9""",155,71,1986,3.19,48,2.28,56,.7.01,47,0,..1.2,5,0,5,5
81f1810f72df8f25,Brandon Girtz,Cold Roll,"5'7""",155,,1985,2.5,60,1.92,47,.5.76,100,100,..0.0,0,0,0,0
dde70a112e053a6c,Rodrigo Gripp de Sousa,Riscado,"5'11""",205,,  --,0.48,23,4.81,52,.0.00,0,0,..9.6,0,1,-1,-1
9e8f6c728eb01124,Justin Gaethje,The Highlight,"5'11""",155,70,1988,8.53,54,10.54,53,.0.00,0,80,..0.0,2,2,0,1
ec34349e7dffcde7,Claudia Gadelha,Claudinha,"5'4""",115,63,1988,3.23,42,4.47,57,.3.94,52,58,..1.0,5,3,2,1
fb1538b46877a695,Jonathan Goulet,The Road Warrior,"6'0""",170,73,1979,1.61,41,2,46,.4.17,70,45,..0.6,4,5,-1,-2
0a66de3a797cf73a,Alan Gomez,,,155,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
a1b0715c4fd2dbd3,Azamat Gashimov,,"5'6""",125,66,1990,1.24,21,4.75,53,.1.69,25,0,..0.0,0,2,-2,-2
cc6f9d1e89f3449a,Manvel Gamburyan,The Anvil,"5'5""",135,67,1981,2.13,41,2.83,55,.3.26,34,69,..0.7,9,9,0,-2
8e6cfbd455f0f9c2,Brandon Gaines,,"6'3""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
4e0692ad070976e4,Lyman Good,Cyborg,"6'0""",170,74,1985,5.73,49,4.57,66,.0.60,100,85,..0.0,2,1,1,1
83825fad27ab3581,Joe Gigliotti,Capo,"5'11""",185,69,1993,1.04,39,2.92,45,.1.56,100,50,..0.8,0,2,-2,-2
8a04d94dfcfab159,Nick Garcia,Nitro,"5'4""",125,,  --,0.67,25,3.03,50,.0.00,0,83,..5.1,0,0,0,0
ed133185689088b3,Mike Glenn,,,205,,1977,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
2963369e327e1979,Fabricio Guerreiro,,"5'10""",145,,1990,1.87,31,2.2,67,.2.00,50,0,..0.0,0,0,0,0
82d6a9ae41aac3f7,Daniel Gracie,,"6'2""",225,,  --,1.9,38,1.33,59,.0.36,100,80,..2.1,2,1,1,1
4b4f6abdce986be6,Israel Giron,El Rojo,"5'8""",155,,1974,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
1e7483dbff40b84b,Vik Grujic,The Spartan,"5'11""",170,73,1977,2.24,48,3.39,41,.1.18,33,26,..0.4,1,3,-2,-2
9f1641c08cf8fbe2,Shannon Gugerty,,"5'10""",155,71,1981,1.25,39,1.88,58,.2.13,27,50,..3.4,2,3,-1,-2
a26198ba5093147e,TJ Grant,,"5'10""",155,72,1984,3.95,54,3.21,56,.1.63,43,36,..0.6,8,3,5,5
28d8638ea0a71908,Nick Gonzalez,The Ghost,"5'6""",155,,1981,0.59,20,2.35,33,.0.00,0,50,..0.0,0,2,-2,-2
c47df9303d318c67,Clay Guida,The Carpenter,"5'7""",155,70,1981,2.33,32,2.39,65,.3.43,37,69,..0.7,16,13,3,-1
feaf00f3373435d6,Chris Gruetzemacher,Gritz,"5'8""",155,68,1986,7.12,58,5.09,56,.0.00,0,62,..0.0,3,2,1,1
cc300e9aa3063431,Andre Gusmao,,"6'0""",205,,1977,2.79,43,3.28,60,.0.00,0,60,..0.0,0,2,-2,-2
a9c45a8b21eabadc,Ralph Gracie,,"5'9""",183,,  --,0.86,37,1.72,31,.0.00,0,25,..4.0,1,1,0,-1
45fe6765c56d8018,Andre Galvao,,"5'7""",168,,1982,2.34,52,1.56,58,.2.02,27,0,..2.8,3,2,1,-1
e62b36885ecdac27,Allan Goes,,"6'0""",205,,1971,0.64,52,1.35,41,.1.75,40,0,..2.6,2,3,-1,-2
1e35aa8955794580,Ulysses Gomez,Useless,"5'6""",125,66,1983,2.72,25,3.57,68,.0.00,0,0,..0.0,0,2,-2,-2
41904fc4d3f5bffc,Ariel Gandulla,,"5'11""",205,,1968,1.95,23,2.07,72,.1.88,66,0,..0.0,1,1,0,-1
f046d724d2a84ac5,Desmond Green,The Predator,"5'10""",155,73,1989,3.21,42,2.21,71,.1.00,35,73,..0.0,2,3,-1,-1
113df4fde64735c6,Davey Grant,Dangerous,"5'8""",135,69,1985,3.6,53,1.41,68,.1.25,30,64,..0.0,1,3,-2,-2
8c0580d4fff106c1,Kelvin Gastelum,,"5'9""",185,71,1991,3.86,43,2.87,61,.0.82,50,62,..0.2,10,3,7,1
20205040232ed0f3,Tyson Griffin,,"5'6""",145,68,1984,3.71,41,2.3,65,.1.87,46,59,..0.9,9,6,3,-1
15edcf67ccf5be84,Brian Geraghty,Duke,"5'7""",155,,1980,0.47,25,9.77,36,.0.00,0,50,..0.0,0,1,-1,-1
